po_id,supplier_id,site_id,part_id,ordered_qty,promised_lead_time,qty_fill_rate,is_late
PO006948,SUP027,SITE04,P00070,56,29,0.9999998214286032,1
PO006949,SUP027,SITE05,P00070,6,27,0.9999983333361112,1
PO006950,SUP027,SITE05,P00070,3,27,0.9999966666777778,0
PO006951,SUP027,SITE05,P00070,3,25,0.9999966666777778,1
PO006952,SUP027,SITE05,P00070,3,27,0.9999966666777778,1
PO006953,SUP027,SITE05,P00070,6,26,0.9999983333361112,1
PO006954,SUP027,SITE05,P00070,7,26,0.9999985714306123,1
PO006955,SUP027,SITE05,P00070,2,26,0.9999950000249999,1
PO006956,SUP027,SITE05,P00070,2,27,0.9999950000249999,1
PO006957,SUP027,SITE05,P00070,8,28,0.9999987500015626,1
PO006958,SUP027,SITE05,P00070,4,25,0.9999975000062501,1
PO006959,SUP027,SITE05,P00070,6,23,0.8333319444467593,0
PO006960,SUP027,SITE05,P00070,4,24,0.9999975000062501,0
PO006961,SUP027,SITE06,P00070,28,28,0.9999996428572704,0
PO006962,SUP027,SITE06,P00070,10,28,0.8999991000009,1
PO006963,SUP027,SITE06,P00070,15,31,0.9999993333337778,1
PO006964,SUP027,SITE06,P00070,18,30,0.9999994444447531,0
PO006965,SUP027,SITE06,P00070,13,26,0.9999992307698226,1
PO006966,SUP027,SITE06,P00070,21,25,0.9999995238097505,1
PO006967,SUP027,SITE06,P00070,62,28,0.9999998387097034,1
PO006968,SUP027,SITE06,P00070,33,23,0.9999996969697887,1
PO006969,SUP027,SITE06,P00070,14,26,0.9999992857147959,1
PO006970,SUP027,SITE06,P00070,19,25,0.9999994736844876,0
PO006971,SUP027,SITE06,P00070,43,27,0.9999997674419144,1
PO006972,SUP027,SITE06,P00070,18,26,0.9999994444447531,1
PO006973,SUP027,SITE06,P00070,12,29,0.9999991666673611,1
PO006974,SUP027,SITE06,P00070,21,28,0.9999995238097505,1
PO006975,SUP027,SITE06,P00070,13,28,0.9999992307698226,1
PO006976,SUP027,SITE06,P00070,23,27,0.9999995652175804,1
PO006977,SUP027,SITE06,P00070,35,24,0.9999997142857958,1
PO006978,SUP027,SITE06,P00070,12,29,0.9999991666673611,0
PO006979,SUP027,SITE06,P00070,26,27,0.9999996153847633,0
PO006980,SUP027,SITE06,P00070,19,26,0.9999994736844876,0
PO006981,SUP027,SITE06,P00070,21,26,0.9999995238097505,1
PO006982,SUP027,SITE06,P00070,39,27,0.9999997435898093,1
PO006983,SUP027,SITE06,P00070,15,26,0.9999993333337778,0
PO006984,SUP027,SITE06,P00070,21,27,0.9999995238097505,1
PO006985,SUP027,SITE06,P00070,9,30,0.9999988888901234,1
PO006986,SUP027,SITE06,P00070,35,23,0.8285711918368023,1
PO006987,SUP027,SITE06,P00070,24,28,0.9999995833335069,1
PO006988,SUP027,SITE06,P00070,34,26,0.9999997058824394,0
PO006989,SUP027,SITE06,P00070,25,27,0.99999960000016,1
PO006990,SUP027,SITE06,P00070,16,26,0.9999993750003906,1
PO006991,SUP027,SITE06,P00070,7,28,0.9999985714306123,0
PO006992,SUP027,SITE06,P00070,13,22,0.9999992307698226,1
PO006993,SUP027,SITE06,P00070,10,22,0.9999990000010001,1
PO006994,SUP027,SITE06,P00070,17,28,0.9999994117650519,1
PO006995,SUP027,SITE06,P00070,22,26,0.8636359710745586,1
PO006996,SUP007,SITE01,P00071,17,34,0.9999994117650519,0
PO006997,SUP007,SITE01,P00071,20,29,0.9999995000002501,1
PO006998,SUP007,SITE01,P00071,10,32,0.9999990000010001,1
PO006999,SUP007,SITE01,P00071,5,35,0.7999984000032001,1
PO007000,SUP007,SITE01,P00071,26,33,0.8461535207101843,0
PO007001,SUP007,SITE01,P00071,16,35,0.9999993750003906,0
PO007002,SUP007,SITE01,P00071,6,32,0.9999983333361112,0
PO007003,SUP007,SITE01,P00071,7,27,0.9999985714306123,0
PO007004,SUP007,SITE01,P00071,5,31,0.9999980000040001,0
PO007005,SUP007,SITE01,P00071,6,34,0.9999983333361112,1
PO007006,SUP007,SITE01,P00071,8,32,0.9999987500015626,0
PO007007,SUP007,SITE01,P00071,8,34,0.9999987500015626,1
PO007008,SUP007,SITE01,P00071,4,31,0.9999975000062501,0
PO007009,SUP007,SITE01,P00071,9,32,0.9999988888901234,1
PO007010,SUP007,SITE01,P00071,4,39,0.9999975000062501,0
PO007011,SUP007,SITE01,P00071,63,31,0.9999998412698664,0
PO007012,SUP007,SITE01,P00071,9,31,0.9999988888901234,0
PO007013,SUP007,SITE01,P00071,10,33,0.9999990000010001,1
PO007014,SUP007,SITE01,P00071,16,34,0.9999993750003906,1
PO007015,SUP007,SITE02,P00071,4,29,0.9999975000062501,0
PO007016,SUP007,SITE02,P00071,5,28,0.9999980000040001,1
PO007017,SUP007,SITE02,P00071,4,35,0.9999975000062501,0
PO007018,SUP007,SITE02,P00071,6,32,0.9999983333361112,0
PO007019,SUP007,SITE02,P00071,3,31,0.9999966666777778,1
PO007020,SUP007,SITE02,P00071,4,34,0.9999975000062501,1
PO007021,SUP007,SITE02,P00071,2,32,0.9999950000249999,0
PO007022,SUP007,SITE02,P00071,10,32,0.9999990000010001,0
PO007023,SUP007,SITE02,P00071,9,34,0.9999988888901234,0
PO007024,SUP007,SITE02,P00071,4,36,0.9999975000062501,1
PO007025,SUP007,SITE02,P00071,6,34,0.9999983333361112,1
PO007026,SUP007,SITE02,P00071,8,37,0.9999987500015626,0
PO007027,SUP007,SITE02,P00071,8,31,0.9999987500015626,1
PO007028,SUP007,SITE03,P00071,8,34,0.9999987500015626,1
PO007029,SUP007,SITE03,P00071,4,32,0.9999975000062501,0
PO007030,SUP007,SITE03,P00071,11,29,0.7272720661163036,1
PO007031,SUP007,SITE03,P00071,14,27,0.9999992857147959,0
PO007032,SUP007,SITE03,P00071,9,33,0.9999988888901234,0
PO007033,SUP007,SITE03,P00071,8,31,0.9999987500015626,1
PO007034,SUP007,SITE03,P00071,13,34,0.6923071597637233,0
PO007035,SUP007,SITE03,P00071,18,34,0.9999994444447531,0
PO007036,SUP007,SITE03,P00071,8,31,0.9999987500015626,0
PO007037,SUP007,SITE03,P00071,6,32,0.9999983333361112,0
PO007038,SUP007,SITE03,P00071,10,32,0.9999990000010001,1
PO007039,SUP007,SITE03,P00071,19,31,0.9999994736844876,1
PO007040,SUP007,SITE03,P00071,9,34,0.9999988888901234,1
PO007041,SUP007,SITE03,P00071,11,38,0.9999990909099173,0
PO007042,SUP007,SITE03,P00071,14,35,0.9999992857147959,1
PO007043,SUP007,SITE03,P00071,9,29,0.666665925926749,1
PO007044,SUP007,SITE04,P00071,11,26,0.9999990909099173,1
PO007045,SUP007,SITE04,P00071,15,34,0.9999993333337778,1
PO007046,SUP007,SITE04,P00071,7,33,0.9999985714306123,1
PO007047,SUP007,SITE04,P00071,6,34,0.9999983333361112,1
PO007048,SUP007,SITE04,P00071,24,31,0.9999995833335069,0
PO007049,SUP007,SITE04,P00071,16,33,0.9999993750003906,1
PO007050,SUP007,SITE04,P00071,54,29,0.999999814814849,1
PO007051,SUP007,SITE04,P00071,14,32,0.9999992857147959,1
PO007052,SUP007,SITE04,P00071,42,35,0.9999997619048185,1
PO007053,SUP007,SITE04,P00071,16,35,0.9999993750003906,0
PO007054,SUP007,SITE04,P00071,15,34,0.9999993333337778,0
PO007055,SUP007,SITE04,P00071,15,36,0.9999993333337778,0
PO007056,SUP007,SITE04,P00071,8,36,0.6249992187509766,1
PO007057,SUP007,SITE04,P00071,35,33,0.9999997142857958,1
PO007058,SUP007,SITE04,P00071,5,32,0.9999980000040001,1
PO007059,SUP007,SITE04,P00071,21,34,0.9999995238097505,0
PO007060,SUP007,SITE04,P00071,15,33,0.9999993333337778,0
PO007061,SUP007,SITE04,P00071,15,32,0.9999993333337778,0
PO007062,SUP007,SITE04,P00071,10,34,0.9999990000010001,0
PO007063,SUP007,SITE04,P00071,11,29,0.9999990909099173,0
PO007064,SUP007,SITE04,P00071,18,33,0.9999994444447531,1
PO007065,SUP007,SITE04,P00071,12,32,0.9999991666673611,1
PO007066,SUP007,SITE04,P00071,9,32,0.9999988888901234,1
PO007067,SUP007,SITE04,P00071,12,36,0.9999991666673611,0
PO007068,SUP007,SITE04,P00071,12,37,0.9999991666673611,0
PO007069,SUP007,SITE04,P00071,31,36,0.9999996774194589,1
PO007070,SUP007,SITE04,P00071,19,32,0.9999994736844876,0
PO007071,SUP007,SITE04,P00071,11,33,0.9999990909099173,1
PO007072,SUP007,SITE04,P00071,13,31,0.9999992307698226,0
PO007073,SUP007,SITE05,P00071,11,37,0.9999990909099173,0
PO007074,SUP007,SITE05,P00071,4,30,0.9999975000062501,1
PO007075,SUP007,SITE05,P00071,3,28,0.9999966666777778,0
PO007076,SUP007,SITE05,P00071,3,34,0.9999966666777778,0
PO007077,SUP007,SITE05,P00071,6,34,0.9999983333361112,1
PO007078,SUP007,SITE05,P00071,7,37,0.9999985714306123,0
PO007079,SUP007,SITE05,P00071,8,29,0.9999987500015626,1
PO007080,SUP007,SITE05,P00071,12,36,0.9999991666673611,0
PO007081,SUP007,SITE05,P00071,13,37,0.9999992307698226,0
PO007082,SUP007,SITE05,P00071,3,34,0.9999966666777778,0
PO007083,SUP007,SITE05,P00071,4,34,0.9999975000062501,0
PO007084,SUP007,SITE05,P00071,12,32,0.6666661111115741,1
PO007085,SUP007,SITE05,P00071,9,35,0.9999988888901234,1
PO007086,SUP007,SITE05,P00071,3,34,0.9999966666777778,0
PO007087,SUP007,SITE06,P00071,9,33,0.9999988888901234,0
PO007088,SUP007,SITE06,P00071,6,35,0.9999983333361112,1
PO007089,SUP007,SITE06,P00071,8,36,0.9999987500015626,1
PO007090,SUP007,SITE06,P00071,20,34,0.9999995000002501,0
PO007091,SUP007,SITE06,P00071,8,27,0.9999987500015626,1
PO007092,SUP007,SITE06,P00071,8,31,0.9999987500015626,1
PO007093,SUP007,SITE06,P00071,18,35,0.9999994444447531,0
PO007094,SUP007,SITE06,P00071,40,34,0.9999997500000625,1
PO007095,SUP007,SITE06,P00071,5,34,0.9999980000040001,0
PO007096,SUP007,SITE06,P00071,11,32,0.9999990909099173,0
PO007097,SUP007,SITE06,P00071,31,37,0.9999996774194589,1
PO007098,SUP007,SITE06,P00071,24,29,0.9999995833335069,0
PO007099,SUP007,SITE06,P00071,5,31,0.9999980000040001,1
PO007100,SUP007,SITE06,P00071,16,28,0.9999993750003906,0
PO007101,SUP007,SITE06,P00071,8,33,0.8749989062513672,0
PO007102,SUP007,SITE06,P00071,22,35,0.9999995454547521,1
PO007103,SUP007,SITE06,P00071,18,35,0.9999994444447531,0
PO007104,SUP007,SITE06,P00071,9,34,0.9999988888901234,0
PO007105,SUP007,SITE06,P00071,20,35,0.9999995000002501,1
PO007106,SUP007,SITE06,P00071,19,33,0.9999994736844876,0
PO007107,SUP007,SITE06,P00071,4,36,0.9999975000062501,1
PO007108,SUP007,SITE06,P00071,22,32,0.9999995454547521,0
PO007109,SUP007,SITE06,P00071,40,36,0.7749998062500484,0
PO007110,SUP007,SITE06,P00071,25,35,0.99999960000016,1
PO007111,SUP007,SITE06,P00071,8,32,0.9999987500015626,0
PO007112,SUP007,SITE06,P00071,9,34,0.9999988888901234,1
PO007113,SUP007,SITE06,P00071,23,30,0.9999995652175804,0
PO007114,SUP007,SITE06,P00071,14,32,0.9999992857147959,1
PO007115,SUP006,SITE01,P00072,7,50,0.9999985714306123,1
PO007116,SUP006,SITE01,P00072,3,58,0.9999966666777778,1
PO007117,SUP006,SITE01,P00072,8,51,0.9999987500015626,1
PO007118,SUP006,SITE01,P00072,8,51,0.9999987500015626,1
PO007119,SUP006,SITE01,P00072,7,51,0.9999985714306123,1
PO007120,SUP006,SITE01,P00072,4,53,0.9999975000062501,0
PO007121,SUP006,SITE01,P00072,5,55,0.9999980000040001,1
PO007122,SUP006,SITE01,P00072,7,55,0.9999985714306123,1
PO007123,SUP006,SITE01,P00072,10,53,0.9999990000010001,1
PO007124,SUP006,SITE01,P00072,7,53,0.9999985714306123,0
PO007125,SUP006,SITE01,P00072,4,50,0.9999975000062501,1
PO007126,SUP006,SITE01,P00072,4,51,0.9999975000062501,1
PO007127,SUP006,SITE01,P00072,14,44,0.9999992857147959,0
PO007128,SUP006,SITE01,P00072,13,54,0.9999992307698226,1
PO007129,SUP006,SITE01,P00072,2,58,0.9999950000249999,1
PO007130,SUP006,SITE02,P00072,7,55,0.9999985714306123,1
PO007131,SUP006,SITE02,P00072,17,52,0.9999994117650519,0
PO007132,SUP006,SITE02,P00072,3,52,0.9999966666777778,0
PO007133,SUP006,SITE02,P00072,3,59,0.9999966666777778,1
PO007134,SUP006,SITE02,P00072,2,54,0.9999950000249999,1
PO007135,SUP006,SITE02,P00072,2,51,0.9999950000249999,0
PO007136,SUP006,SITE02,P00072,8,53,0.9999987500015626,0
PO007137,SUP006,SITE02,P00072,8,54,0.7499990625011719,1
PO007138,SUP006,SITE02,P00072,6,53,0.9999983333361112,1
PO007139,SUP006,SITE02,P00072,19,56,0.9999994736844876,0
PO007140,SUP006,SITE02,P00072,4,55,0.9999975000062501,0
PO007141,SUP006,SITE02,P00072,12,52,0.9999991666673611,1
PO007142,SUP006,SITE02,P00072,8,56,0.7499990625011719,0
PO007143,SUP006,SITE03,P00072,6,55,0.9999983333361112,0
PO007144,SUP006,SITE03,P00072,9,51,0.666665925926749,0
PO007145,SUP006,SITE03,P00072,10,55,0.9999990000010001,1
PO007146,SUP006,SITE03,P00072,6,43,0.9999983333361112,1
PO007147,SUP006,SITE03,P00072,3,48,0.9999966666777778,1
PO007148,SUP006,SITE03,P00072,9,56,0.9999988888901234,0
PO007149,SUP006,SITE03,P00072,8,53,0.9999987500015626,1
PO007150,SUP006,SITE03,P00072,11,56,0.9999990909099173,1
PO007151,SUP006,SITE03,P00072,2,50,0.9999950000249999,1
PO007152,SUP006,SITE03,P00072,12,53,0.9999991666673611,1
PO007153,SUP006,SITE03,P00072,16,50,0.9999993750003906,1
PO007154,SUP006,SITE03,P00072,6,53,0.8333319444467593,1
PO007155,SUP006,SITE03,P00072,6,47,0.9999983333361112,1
PO007156,SUP006,SITE04,P00072,9,58,0.9999988888901234,1
PO007157,SUP006,SITE04,P00072,8,57,0.9999987500015626,1
PO007158,SUP006,SITE04,P00072,13,54,0.9999992307698226,1
PO007159,SUP006,SITE04,P00072,6,54,0.9999983333361112,0
PO007160,SUP006,SITE04,P00072,8,55,0.9999987500015626,1
PO007161,SUP006,SITE04,P00072,16,50,0.9999993750003906,1
PO007162,SUP006,SITE04,P00072,7,44,0.7142846938790088,0
PO007163,SUP006,SITE04,P00072,6,57,0.9999983333361112,1
PO007164,SUP006,SITE04,P00072,15,55,0.9999993333337778,1
PO007165,SUP006,SITE04,P00072,15,60,0.9999993333337778,1
PO007166,SUP006,SITE04,P00072,10,57,0.9999990000010001,1
PO007167,SUP006,SITE04,P00072,7,56,0.9999985714306123,1
PO007168,SUP006,SITE04,P00072,6,53,0.9999983333361112,1
PO007169,SUP006,SITE04,P00072,11,52,0.9999990909099173,1
PO007170,SUP006,SITE04,P00072,12,48,0.9999991666673611,1
PO007171,SUP006,SITE04,P00072,13,55,0.9999992307698226,0
PO007172,SUP006,SITE04,P00072,8,48,0.7499990625011719,1
PO007173,SUP006,SITE04,P00072,11,55,0.9999990909099173,1
PO007174,SUP006,SITE04,P00072,13,44,0.9999992307698226,1
PO007175,SUP006,SITE04,P00072,6,49,0.9999983333361112,1
PO007176,SUP006,SITE04,P00072,5,52,0.9999980000040001,0
PO007177,SUP006,SITE05,P00072,7,49,0.8571416326548106,1
PO007178,SUP006,SITE05,P00072,8,58,0.9999987500015626,0
PO007179,SUP006,SITE05,P00072,2,55,0.9999950000249999,1
PO007180,SUP006,SITE05,P00072,15,53,0.9999993333337778,1
PO007181,SUP006,SITE05,P00072,4,53,0.7499981250046875,1
PO007182,SUP006,SITE05,P00072,7,48,0.9999985714306123,0
PO007183,SUP006,SITE05,P00072,3,52,0.9999966666777778,1
PO007184,SUP006,SITE05,P00072,4,57,0.9999975000062501,1
PO007185,SUP006,SITE05,P00072,4,56,0.9999975000062501,0
PO007186,SUP006,SITE05,P00072,5,55,0.7999984000032001,1
PO007187,SUP006,SITE05,P00072,2,51,0.49999750001249993,1
PO007188,SUP006,SITE06,P00072,22,49,0.9999995454547521,1
PO007189,SUP006,SITE06,P00072,12,59,0.9999991666673611,1
PO007190,SUP006,SITE06,P00072,21,59,0.9999995238097505,1
PO007191,SUP006,SITE06,P00072,20,49,0.9999995000002501,1
PO007192,SUP006,SITE06,P00072,13,48,0.9999992307698226,1
PO007193,SUP006,SITE06,P00072,13,55,0.9999992307698226,0
PO007194,SUP006,SITE06,P00072,22,52,0.9999995454547521,1
PO007195,SUP006,SITE06,P00072,26,49,0.9999996153847633,1
PO007196,SUP006,SITE06,P00072,9,58,0.9999988888901234,0
PO007197,SUP006,SITE06,P00072,9,54,0.9999988888901234,1
PO007198,SUP006,SITE06,P00072,10,55,0.9999990000010001,1
PO007199,SUP006,SITE06,P00072,18,56,0.9999994444447531,1
PO007200,SUP006,SITE06,P00072,32,55,0.9999996875000976,1
PO007201,SUP006,SITE06,P00072,10,43,0.9999990000010001,1
PO007202,SUP006,SITE06,P00072,18,55,0.9999994444447531,0
PO007203,SUP006,SITE06,P00072,23,54,0.9999995652175804,0
PO007204,SUP006,SITE06,P00072,9,52,0.9999988888901234,0
PO007205,SUP006,SITE06,P00072,9,57,0.9999988888901234,1
PO007206,SUP006,SITE06,P00072,17,46,0.9999994117650519,1
PO007207,SUP006,SITE06,P00072,11,50,0.9999990909099173,1
PO007208,SUP006,SITE06,P00072,12,61,0.9999991666673611,1
PO007209,SUP006,SITE06,P00072,35,56,0.9999997142857958,1
PO007210,SUP006,SITE06,P00072,5,53,0.7999984000032001,1
PO007211,SUP006,SITE06,P00072,14,51,0.9999992857147959,1
PO007212,SUP006,SITE06,P00072,26,61,0.9999996153847633,1
PO007213,SUP006,SITE06,P00072,14,51,0.9285707653065962,1
PO007214,SUP006,SITE06,P00072,5,58,0.9999980000040001,1
PO007215,SUP006,SITE06,P00072,14,50,0.9999992857147959,1
PO007216,SUP006,SITE06,P00072,18,54,0.9999994444447531,1
PO007217,SUP006,SITE06,P00072,11,42,0.9999990909099173,1
PO007218,SUP006,SITE06,P00072,12,55,0.9999991666673611,1
PO007219,SUP035,SITE01,P00073,7,36,0.9999985714306123,0
PO007220,SUP035,SITE01,P00073,1,36,0.9999900000999989,1
PO007221,SUP035,SITE01,P00073,2,33,0.9999950000249999,0
PO007222,SUP035,SITE01,P00073,2,30,0.9999950000249999,0
PO007223,SUP035,SITE01,P00073,2,33,0.9999950000249999,1
PO007224,SUP035,SITE01,P00073,5,31,0.9999980000040001,0
PO007225,SUP035,SITE01,P00073,5,34,0.9999980000040001,1
PO007226,SUP035,SITE02,P00073,12,33,0.9999991666673611,1
PO007227,SUP035,SITE02,P00073,6,36,0.9999983333361112,1
PO007228,SUP035,SITE02,P00073,3,36,0.9999966666777778,1
PO007229,SUP035,SITE02,P00073,4,30,0.9999975000062501,0
PO007230,SUP035,SITE02,P00073,10,31,0.9999990000010001,0
PO007231,SUP035,SITE02,P00073,5,30,0.9999980000040001,0
PO007232,SUP035,SITE02,P00073,15,40,0.9999993333337778,1
PO007233,SUP035,SITE02,P00073,5,30,0.9999980000040001,1
PO007234,SUP035,SITE02,P00073,8,28,0.9999987500015626,0
PO007235,SUP035,SITE03,P00073,6,36,0.9999983333361112,0
PO007236,SUP035,SITE03,P00073,4,33,0.9999975000062501,1
PO007237,SUP035,SITE03,P00073,6,33,0.9999983333361112,1
PO007238,SUP035,SITE03,P00073,4,35,0.9999975000062501,0
PO007239,SUP035,SITE03,P00073,8,31,0.9999987500015626,0
PO007240,SUP035,SITE03,P00073,11,28,0.9999990909099173,1
PO007241,SUP035,SITE03,P00073,6,35,0.9999983333361112,1
PO007242,SUP035,SITE03,P00073,6,35,0.9999983333361112,1
PO007243,SUP035,SITE03,P00073,3,31,0.9999966666777778,1
PO007244,SUP035,SITE04,P00073,2,31,0.9999950000249999,0
PO007245,SUP035,SITE04,P00073,2,34,0.9999950000249999,0
PO007246,SUP035,SITE04,P00073,8,36,0.9999987500015626,0
PO007247,SUP035,SITE04,P00073,6,29,0.9999983333361112,1
PO007248,SUP035,SITE04,P00073,7,36,0.9999985714306123,0
PO007249,SUP035,SITE04,P00073,4,37,0.9999975000062501,0
PO007250,SUP035,SITE04,P00073,5,35,0.9999980000040001,1
PO007251,SUP035,SITE04,P00073,4,31,0.9999975000062501,0
PO007252,SUP035,SITE04,P00073,3,34,0.9999966666777778,0
PO007253,SUP035,SITE04,P00073,3,38,0.9999966666777778,0
PO007254,SUP035,SITE05,P00073,1,36,0.9999900000999989,0
PO007255,SUP035,SITE05,P00073,4,28,0.9999975000062501,1
PO007256,SUP035,SITE05,P00073,2,33,0.9999950000249999,0
PO007257,SUP035,SITE05,P00073,2,32,0.9999950000249999,0
PO007258,SUP035,SITE05,P00073,3,33,0.9999966666777778,0
PO007259,SUP035,SITE05,P00073,5,33,0.9999980000040001,0
PO007260,SUP035,SITE05,P00073,4,36,0.9999975000062501,0
PO007261,SUP035,SITE06,P00073,8,33,0.9999987500015626,1
PO007262,SUP035,SITE06,P00073,7,34,0.9999985714306123,1
PO007263,SUP035,SITE06,P00073,3,36,0.9999966666777778,1
PO007264,SUP035,SITE06,P00073,12,37,0.9999991666673611,0
PO007265,SUP035,SITE06,P00073,4,40,0.9999975000062501,0
PO007266,SUP035,SITE06,P00073,6,26,0.9999983333361112,1
PO007267,SUP035,SITE06,P00073,10,33,0.9999990000010001,1
PO007268,SUP035,SITE06,P00073,4,31,0.9999975000062501,0
PO007269,SUP035,SITE06,P00073,8,29,0.9999987500015626,0
PO007270,SUP035,SITE06,P00073,11,31,0.9999990909099173,0
PO007271,SUP035,SITE06,P00073,3,33,0.9999966666777778,1
PO007272,SUP035,SITE06,P00073,7,35,0.9999985714306123,0
PO007273,SUP012,SITE01,P00074,2,21,0.9999950000249999,1
PO007274,SUP012,SITE01,P00074,1,21,0.9999900000999989,0
PO007275,SUP012,SITE01,P00074,4,25,0.9999975000062501,0
PO007276,SUP012,SITE01,P00074,3,20,0.9999966666777778,1
PO007277,SUP012,SITE01,P00074,1,23,0.9999900000999989,0
PO007278,SUP012,SITE02,P00074,3,21,0.9999966666777778,1
PO007279,SUP012,SITE02,P00074,3,20,0.6666644444518518,1
PO007280,SUP012,SITE02,P00074,1,21,0.9999900000999989,0
PO007281,SUP012,SITE02,P00074,1,25,0.9999900000999989,1
PO007282,SUP012,SITE02,P00074,3,23,0.9999966666777778,1
PO007283,SUP012,SITE03,P00074,2,24,0.9999950000249999,1
PO007284,SUP012,SITE03,P00074,1,21,0.9999900000999989,0
PO007285,SUP012,SITE03,P00074,1,22,0.9999900000999989,1
PO007286,SUP012,SITE03,P00074,1,23,0.9999900000999989,0
PO007287,SUP012,SITE04,P00074,2,18,0.9999950000249999,1
PO007288,SUP012,SITE04,P00074,2,27,0.9999950000249999,0
PO007289,SUP012,SITE04,P00074,14,23,0.7857137244901968,0
PO007290,SUP012,SITE04,P00074,7,24,0.8571416326548106,0
PO007291,SUP012,SITE04,P00074,5,22,0.9999980000040001,0
PO007292,SUP012,SITE04,P00074,2,23,0.9999950000249999,0
PO007293,SUP012,SITE04,P00074,6,22,0.9999983333361112,0
PO007294,SUP012,SITE05,P00074,1,23,0.9999900000999989,0
PO007295,SUP012,SITE05,P00074,2,23,0.9999950000249999,1
PO007296,SUP012,SITE05,P00074,2,24,0.9999950000249999,1
PO007297,SUP012,SITE05,P00074,2,22,0.9999950000249999,1
PO007298,SUP012,SITE06,P00074,8,21,0.8749989062513672,0
PO007299,SUP012,SITE06,P00074,6,24,0.9999983333361112,1
PO007300,SUP012,SITE06,P00074,9,21,0.9999988888901234,0
PO007301,SUP012,SITE06,P00074,3,23,0.9999966666777778,0
PO007302,SUP012,SITE06,P00074,6,23,0.9999983333361112,1
PO007303,SUP012,SITE06,P00074,4,21,0.9999975000062501,0
PO007304,SUP012,SITE06,P00074,9,21,0.9999988888901234,0
PO007305,SUP012,SITE06,P00074,3,22,0.9999966666777778,0
PO007306,SUP012,SITE06,P00074,1,23,0.9999900000999989,1
PO007307,SUP012,SITE06,P00074,3,22,0.9999966666777778,1
PO007308,SUP012,SITE06,P00074,5,22,0.9999980000040001,1
PO007309,SUP031,SITE01,P00075,1,50,0.9999900000999989,0
PO007310,SUP031,SITE01,P00075,4,35,0.9999975000062501,0
PO007311,SUP031,SITE01,P00075,1,46,0.9999900000999989,0
PO007312,SUP031,SITE01,P00075,2,49,0.9999950000249999,1
PO007313,SUP031,SITE01,P00075,2,47,0.9999950000249999,1
PO007314,SUP031,SITE02,P00075,5,44,0.9999980000040001,0
PO007315,SUP031,SITE02,P00075,3,44,0.9999966666777778,0
PO007316,SUP031,SITE02,P00075,5,44,0.9999980000040001,1
PO007317,SUP031,SITE02,P00075,5,44,0.9999980000040001,0
PO007318,SUP031,SITE02,P00075,2,48,0.9999950000249999,1
PO007319,SUP031,SITE02,P00075,3,45,0.9999966666777778,0
PO007320,SUP031,SITE02,P00075,10,45,0.9999990000010001,0
PO007321,SUP031,SITE02,P00075,5,49,0.9999980000040001,0
PO007322,SUP031,SITE02,P00075,3,50,0.9999966666777778,0
PO007323,SUP031,SITE03,P00075,2,45,0.9999950000249999,1
PO007324,SUP031,SITE03,P00075,3,51,0.9999966666777778,0
PO007325,SUP031,SITE03,P00075,4,44,0.9999975000062501,1
PO007326,SUP031,SITE03,P00075,4,44,0.9999975000062501,0
PO007327,SUP031,SITE03,P00075,4,49,0.9999975000062501,0
PO007328,SUP031,SITE03,P00075,3,45,0.9999966666777778,1
PO007329,SUP031,SITE03,P00075,6,43,0.9999983333361112,1
PO007330,SUP031,SITE03,P00075,2,45,0.9999950000249999,1
PO007331,SUP031,SITE04,P00075,8,46,0.9999987500015626,0
PO007332,SUP031,SITE04,P00075,11,44,0.9999990909099173,0
PO007333,SUP031,SITE04,P00075,6,43,0.9999983333361112,0
PO007334,SUP031,SITE04,P00075,5,47,0.9999980000040001,0
PO007335,SUP031,SITE04,P00075,12,44,0.9999991666673611,0
PO007336,SUP031,SITE04,P00075,7,46,0.9999985714306123,1
PO007337,SUP031,SITE04,P00075,15,45,0.9999993333337778,1
PO007338,SUP031,SITE04,P00075,17,46,0.9999994117650519,1
PO007339,SUP031,SITE04,P00075,7,47,0.9999985714306123,0
PO007340,SUP031,SITE04,P00075,6,45,0.9999983333361112,0
PO007341,SUP031,SITE04,P00075,9,37,0.9999988888901234,1
PO007342,SUP031,SITE04,P00075,3,43,0.6666644444518518,0
PO007343,SUP031,SITE04,P00075,7,50,0.571427755103207,1
PO007344,SUP031,SITE04,P00075,29,47,0.9999996551725328,0
PO007345,SUP031,SITE04,P00075,9,48,0.9999988888901234,0
PO007346,SUP031,SITE04,P00075,6,41,0.9999983333361112,1
PO007347,SUP031,SITE05,P00075,2,42,0.9999950000249999,0
PO007348,SUP031,SITE05,P00075,2,46,0.9999950000249999,1
PO007349,SUP031,SITE05,P00075,4,32,0.9999975000062501,0
PO007350,SUP031,SITE05,P00075,4,39,0.9999975000062501,1
PO007351,SUP031,SITE05,P00075,5,43,0.9999980000040001,0
PO007352,SUP031,SITE05,P00075,1,52,0.9999900000999989,0
PO007353,SUP031,SITE05,P00075,8,44,0.9999987500015626,0
PO007354,SUP031,SITE05,P00075,3,44,0.9999966666777778,0
PO007355,SUP031,SITE06,P00075,5,35,0.9999980000040001,1
PO007356,SUP031,SITE06,P00075,4,44,0.9999975000062501,1
PO007357,SUP031,SITE06,P00075,6,39,0.9999983333361112,1
